Administración responsable del Registro;Alta en RGFP;Arqueo GT;CFR;Capacidad del buque no aportable por:;Censo por modalidad;Código;Eslora total;Estado;IMO;IRCS;Imagen;Material del casco;Matrícula;Nombre;Potencia;Puerto base;Tipo de auxiliar
Secretaría General de Pesca;10/05/1989;2,11;ESP000021119;;ARTES MENORES EN EL MEDITERRANEO;21119;7,25 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9107;Madera;3AL-2-1715;ANA;7,35 kW (10,0 CV);34300 - La Linea de la Concepción, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;4,42;ESP000001529;;PALANGRE DE FONDO EN EL MEDITERRANEO;1529;7,85 m;Baja Definitiva (desde el 21/03/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1097;Madera;3AL-2-1806;ANA MARIA Y DOLORES;44,13 kW (60,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;25,13;ESP000004904;;-;4904;14,50 m;Baja Definitiva (desde el 07/05/2003);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3460;Madera;3AL-2-1635;ANDRES Y MARIA;117,68 kW (160,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,00;ESP000012337;;ARTES MENORES EN EL MEDITERRANEO;12337;6,60 m;Baja Definitiva (desde el 09/06/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/6745;Madera;3AL-2-1736;ANTONIO Y MANUEL;32,36 kW (44,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;01/02/2005;52,07;ESP000026190;;CENSO UNIFICADO DE PALANGRE DE SUPERFICIE;26190;20,50 m;Baja Provisional (desde el 10/01/2025);8557279;EA8176;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13953;Poliester;3AL-2-3-04;ARCANGEL SAN RAFAEL;110,29 kW (150,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,41;ESP000054714;;ARTES MENORES EN EL MEDITERRANEO;54714;3,78 m;Baja Definitiva (desde el 03/10/2016);-;-;;Madera;3AL-2-1351;AURORA BOREAL;0,00 kW (0,0 CV);34300 - La Linea de la Concepción, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;27/04/2006;61,44;ESP000026645;;ARRASTRE DE FONDO EN EL MEDITERRANEO;26645;23,72 m;Alta Definitiva (desde el 25/09/2006);9348546;EA8869;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14407;Poliester;3AL-2-4-05;AVANTE CLARO PRIMERO;273,53 kW (371,9 CV);52510 - Calpe, ALICANTE/ALACANT (COMUNITAT VALENCIANA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000001553;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;1553;0,00 m;Baja Definitiva (desde el 31/12/1991);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1116;Madera;3AL-2-1496;BAHIA BLANCA;117,68 kW (160,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;122,11;ESP000001560;;-;1560;18,65 m;Baja Definitiva (desde el 02/07/2002);-;EA5247;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1122;Madera;3AL-2-1683;BAHIA DE ALGECIRAS;301,55 kW (410,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;158,00;ESP000005606;;PALANGRE DE SUPERFICIE EN PACIFICO E INDICO;5606;30,25 m;Baja Definitiva (desde el 27/07/2010);-;EEBF;;Acero;3AL-2-1717;BEATA TERESA JORNET;294,20 kW (400,0 CV);21220 - Burela, LUGO (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000001500;;-;1500;0,00 m;Baja Definitiva (desde el 30/06/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1083;Madera;3AL-2-1660;BERNAL DE ALBA;55,16 kW (75,0 CV);43100 - Ceuta;
Secretaría General de Pesca;10/05/1989;66,20;ESP000012346;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;12346;0,00 m;Baja Definitiva (desde el 17/05/1995);-;EA4288;;Madera;3AL-2-1665;BISMARCK;257,42 kW (350,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;15/01/1999;3,70;ESP000024070;;ARTES MENORES EN EL MEDITERRANEO;24070;8,70 m;Baja Definitiva (desde el 03/11/2005);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11863;Madera;3AL-2-3-94;BOLICHITO DOS;18,39 kW (25,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;85,00;ESP000010691;;CERCO EN EL GOLFO DE CADIZ;10691;19,10 m;Baja Definitiva (desde el 29/07/1998);-;EA9268;;Madera;3AL-2-1801;CABO ROCHE;301,55 kW (410,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;114,75;ESP000001594;;-;1594;0,00 m;Baja Definitiva (desde el 31/07/1995);-;EHCN;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1150;Madera;3AL-2-1749;CALA ARENAS;330,97 kW (450,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;89,50;ESP000001583;;-;1583;22,30 m;Baja Definitiva (desde el 16/04/1998);-;EA4285;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1141;Madera;3AL-2-1728;CARMEN DE RIBES;275,81 kW (375,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Andalucía;18/05/2005;34,48;-;;;26316;15,60 m;Baja Definitiva (desde el 14/02/2023);-;EA8017;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14079;Poliester;4AL-2-1-04;CEUTAMAR CINCO;353,04 kW (480,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);Auxiliar de cultivos marinos
Andalucía;10/07/2001;11,68;-;;;24979;12,20 m;Baja Definitiva (desde el 09/06/2010);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12758;-;4AL-2-2-98;CEUTAMAR UNO;127,98 kW (174,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);Auxiliar de cultivos marinos
Secretaría General de Pesca;14/01/1994;9,99;ESP000022718;;CERCO EN EL MEDITERRANEO;22718;10,90 m;Baja Definitiva (desde el 12/03/2018);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10539;Madera;3AL-2-1-92;CHANITO SEGUNDO;29,42 kW (40,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;11/02/1998;18,40;ESP000023738;;ARTES MENORES EN EL MEDITERRANEO;23738;13,40 m;Baja Definitiva (desde el 17/09/2012);-;EB3601;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11534;Madera;3AL-2-11-97;CHIRI;132,39 kW (180,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,61;ESP000011139;;ARTES MENORES EN EL MEDITERRANEO;11139;0,00 m;Baja Definitiva (desde el 30/05/1997);-;-;;Madera;3AL-2-1733;CINCO HERMANOS;22,06 kW (30,0 CV);41200 - Marbella, MÁLAGA (ANDALUCÍA);
Secretaría General de Pesca;05/02/1996;0,66;ESP000057159;;ARTES MENORES EN EL MEDITERRANEO;57159;4,75 m;Baja Definitiva (desde el 14/08/1998);-;-;;Madera;3AL-2-1605;CLOTI;0,00 kW (0,0 CV);34300 - La Linea de la Concepción, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,35;ESP000015185;;ARTES MENORES EN EL MEDITERRANEO;15185;7,11 m;Baja Definitiva (desde el 25/10/2013);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7799;Madera;3AL-2-1798;CONCHA;17,65 kW (24,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,56;ESP000054715;;ARTES MENORES EN EL MEDITERRANEO;54715;4,08 m;Baja Definitiva (desde el 24/05/2018);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17987;Madera;3AL-2-1704;CONCHITA DEL MAR;0,00 kW (0,0 CV);34300 - La Linea de la Concepción, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;31/12/1988;5,31;ESP000020857;;ARTES MENORES EN EL MEDITERRANEO;20857;9,62 m;Baja Definitiva (desde el 03/12/2019);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8936;Madera;3AL-2-1826;COSTA TRAFALGAR;66,19 kW (90,0 CV);42300 - Motril, GRANADA (ANDALUCÍA);
Secretaría General de Pesca;21/05/1997;111,16;ESP000023491;;PALANGRE DE FONDO EN EL MEDITERRANEO;23491;22,00 m;Baja Definitiva (desde el 04/03/2013);-;EA3029;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11291;Acero;3AL-2-1-97;COSTERO SEGUNDO;220,65 kW (300,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;47,70;ESP000001300;;-;1300;0,00 m;Baja Definitiva (desde el 12/06/2001);-;EA8787;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/950;Madera;3AL-2-1651;CRISTO DE LA EXPIRACION;202,26 kW (275,0 CV);31210 - Lepe, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,08;ESP000012562;;ARTES MENORES EN EL MEDITERRANEO;12562;5,90 m;Baja Definitiva (desde el 02/08/2011);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/6800;Madera;3AL-2-1013;CRUZADA;5,15 kW (7,0 CV);41100 - Estepona, MÁLAGA (ANDALUCÍA);
Secretaría General de Pesca;04/11/1997;50,78;ESP000023699;;ARRASTRE DE FONDO EN EL MEDITERRANEO;23699;16,70 m;Baja Definitiva (desde el 16/11/2009);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11495;Poliester;3AL-2-2-97;DAJOMAR;102,97 kW (140,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;68,60;ESP000001595;;-;1595;20,25 m;Baja Definitiva (desde el 18/06/1999);-;EA9327;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1151;Madera;3AL-2-1816;DELFIN VERDE;220,65 kW (300,0 CV);31210 - Lepe, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;4,03;ESP000054716;;ARTES MENORES EN EL MEDITERRANEO;54716;7,75 m;Baja Definitiva (desde el 09/06/2008);-;-;;Madera;3AL-2-1744;DESIRE;16,18 kW (22,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;43,31;ESP000004094;;-;4094;0,00 m;Baja Definitiva (desde el 04/03/1997);-;EB-2769;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/2868;Madera;3AL-2-1666;DOS MARI;269,93 kW (367,0 CV);41400 - Málaga (ANDALUCÍA);
Secretaría General de Pesca;20/11/1991;14,88;ESP000022124;;ARTES MENORES EN EL GOLFO DE CADIZ;22124;13,20 m;Alta Definitiva (desde el 20/11/1991);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9958;Madera;3AL-2-1-91;EL CHUBASCO;88,24 kW (120,0 CV);32100 - Sanlucar De Barrameda, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,08;ESP000021110;;ARTES MENORES EN EL GOLFO DE CADIZ;21110;5,94 m;Baja Definitiva (desde el 24/10/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/9103;Madera;3AL-2-1786;EL FENIX;11,03 kW (15,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;24/04/2023;47,58;ESP000100507;;ARTES MENORES EN EL MEDITERRANEO;100507;18,78 m;Alta Definitiva (desde el 24/04/2023);-;EA5259;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22915;Fibra de Vidrio/Plástico;3AL-2-1-22;EL GALLEGO;121,32 kW (164,9 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;31/05/1994;6,25;ESP000022817;;ARTES MENORES EN EL MEDITERRANEO;22817;9,00 m;Baja Definitiva (desde el 11/07/2012);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10632;Madera;3AL-2-2-93;EL PORTUGUES;36,04 kW (49,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;09/09/1998;6,14;ESP000023963;;ARTES MENORES EN EL GOLFO DE CADIZ;23963;9,90 m;Alta Definitiva (desde el 11/12/2014);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11757;Poliester;3AL-2-3-98;ENRIQUE Y MANUEL;18,38 kW (25,0 CV);31310 - Punta Umbria, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;28/04/2006;2,13;ESP000026651;;ARTES MENORES EN EL MEDITERRANEO;26651;7,85 m;Alta Definitiva (desde el 21/11/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14413;Poliester;3AL-2-2-05;ENZO Y RUBEN;11,76 kW (16,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000005626;;-;5626;0,00 m;Baja Definitiva (desde el 21/06/1993);-;EA7752;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4001;Madera;3AL-2-1758;ERMITA DE COVADONGA;110,32 kW (150,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;07/09/1998;14,19;ESP000023954;;ARTES MENORES EN EL GOLFO DE CADIZ;23954;13,50 m;Baja Provisional (desde el 11/01/2022);-;EB5703;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11748;Poliester;3AL-2-1-98;FELIPE Y MARUJA;69,85 kW (95,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000012339;;-;12339;0,00 m;Baja Definitiva (desde el 30/11/1993);-;EFPM;;Madera;3AL-2-1805;FLECHA;294,20 kW (400,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;3,95;ESP000011554;;ARTES MENORES EN EL MEDITERRANEO;11554;8,42 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/6461;Madera;3AL-2-946;FRANCISCA;24,26 kW (33,0 CV);34300 - La Linea de la Concepción, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;9,91;ESP000012335;;CERCO EN EL MEDITERRANEO;12335;10,78 m;Baja Definitiva (desde el 09/04/2002);-;-;;Madera;3AL-2-1791;FRANCISCO Y MARIANA;95,61 kW (130,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;21/10/2002;24,50;ESP000025393;;ARTES MENORES EN EL MEDITERRANEO;25393;13,80 m;Baja Provisional (desde el 30/07/2022);-;EB5710;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13171;Madera;3AL-2-3-02;GELUAN;117,65 kW (160,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;223,00;ESP000011796;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;11796;32,00 m;Baja Definitiva (desde el 11/05/2005);-;EGOU;;Acero;3AL-2-1790;GEMMA MARIA;375,10 kW (510,0 CV);24500 - Vigo, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;30/06/1989;2,23;ESP000015825;;ARTES MENORES EN EL MEDITERRANEO;15825;7,90 m;Alta Definitiva (desde el 18/06/2010);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8170;Madera;3AL-2-1814;GEROMITO;25,74 kW (35,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000009790;;-;9790;0,00 m;Baja Definitiva (desde el 31/12/1991);-;EHCD;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/5840;Madera;4AL-2-3-91;GRACIAS A DIOS;349,36 kW (475,0 CV);31310 - Punta Umbria, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;07/01/2009;91,07;ESP000027245;;ARTES MENORES EN EL MEDITERRANEO;27245;24,50 m;Alta Definitiva (desde el 18/01/2024);8799592;EA9374;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21664;Poliester;3AL-2-1-07;GRANT DEL MAR;257,35 kW (349,9 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000010841;;-;10841;0,00 m;Baja Definitiva (desde el 06/05/1992);-;EA4674;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/6174;Madera;3AL-2-1750;HERMANOS ARIAS CAPARROS;316,26 kW (430,0 CV);31210 - Lepe, HUELVA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;47,11;ESP000005614;;-;5614;0,00 m;Baja Definitiva (desde el 29/10/1997);-;EB2484;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3991;Madera;3AL-2-1772;HERMANOS CARRILLO;183,87 kW (250,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;73,95;ESP000020306;;-;20306;20,05 m;Baja Definitiva (desde el 12/11/2002);-;EA6855;;Acero;3AL-2-1829;HERMANOS GARCIA PERLES;349,36 kW (475,0 CV);41400 - Málaga (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,28;ESP000005151;;ARTES MENORES EN EL GOLFO DE CADIZ;5151;8,12 m;Baja Definitiva (desde el 15/04/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3633;Madera;3AL-2-1414;HERMANOS LUQUE;29,42 kW (40,0 CV);33500 - Barbate, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;62,56;ESP000005577;;-;5577;0,00 m;Baja Definitiva (desde el 10/07/1997);-;EB2398;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3967;Madera;3AL-2-1643;HERMANOS MARTI PERLES;132,39 kW (180,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,69;ESP000020003;;ARTES MENORES EN EL MEDITERRANEO;20003;4,81 m;Baja Definitiva (desde el 23/03/2009);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8387;Madera;3AL-2-1161;HERMANOS MARTIN;5,15 kW (7,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;129,80;ESP000013060;;-;13060;0,00 m;Baja Definitiva (desde el 06/05/1998);-;EB2384;;Madera;3AL-2-1766;HERMANOS MAZA;345,68 kW (470,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;14,98;ESP000004663;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;4663;12,50 m;Baja Definitiva (desde el 11/06/1999);-;-;;Madera;3AL-2-1596;HERMANOS MORENO;47,81 kW (65,0 CV);42300 - Motril, GRANADA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,77;ESP000054100;;ARTES MENORES EN EL MEDITERRANEO;54100;4,90 m;Baja Definitiva (desde el 17/03/2023);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/17735;Madera;3AL-2-1170;HERMINIA;0,00 kW (0,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,50;ESP000001587;;ARTES MENORES EN EL MEDITERRANEO;1587;8,48 m;Baja Definitiva (desde el 30/07/2003);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1145;Madera;3AL-2-1093;IBERIA;29,42 kW (40,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;107,00;ESP000005619;;ARTES MENORES EN EL MEDITERRANEO;5619;28,00 m;Baja Definitiva (desde el 10/05/2007);-;EACG;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3995;Madera;3AL-2-1817;ILUSION LAREDANA;378,78 kW (515,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,39;ESP000056297;;-;56297;0,00 m;Baja Definitiva (desde el 22/06/1995);-;-;;Madera;3AL-2-1138;ISABEL;0,00 kW (0,0 CV);34300 - La Linea de la Concepción, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;03/12/2001;6,82;ESP000025105;;ARTES MENORES EN EL MEDITERRANEO;25105;9,98 m;Baja Definitiva (desde el 24/07/2003);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12884;Madera;3AL-2-1-94;ISABEL Y MANOLO;49,28 kW (67,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,09;ESP000020834;;ARTES MENORES EN EL MEDITERRANEO;20834;3,50 m;Baja Definitiva (desde el 09/06/2008);-;-;;Madera;3AL-2-1820;ISABELITA;5,15 kW (7,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,64;ESP000056301;;ARTES MENORES EN EL MEDITERRANEO;56301;4,68 m;Alta Definitiva (desde el 29/11/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22079;Madera;3AL-2-1110;ISABELITA;0,00 kW (0,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,87;ESP000015179;;ARTES MENORES EN EL MEDITERRANEO;15179;7,15 m;Baja Definitiva (desde el 30/09/2015);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/7795;Madera;3AL-2-1788;ISADA;29,42 kW (40,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;84,10;ESP000001577;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;1577;0,00 m;Baja Definitiva (desde el 16/04/1998);-;EA7353;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1135;Madera;3AL-2-1738;ISLA CHICA;316,26 kW (430,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;90,80;ESP000001584;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;1584;18,65 m;Baja Definitiva (desde el 21/04/1999);-;EA6537;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1142;Madera;3AL-2-1690;ISLA GRANDE;294,20 kW (400,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;21/12/2000;7,69;ESP000024794;;ARTES MENORES EN EL MEDITERRANEO;24794;10,65 m;Alta Definitiva (desde el 18/05/2022);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/12576;Poliester;3AL-2-3-00;J QUIÑONES;58,82 kW (80,0 CV);34100 - Tarifa, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;03/07/1997;123,00;ESP000023539;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;23539;23,00 m;Baja Definitiva (desde el 03/02/2004);-;EA3054;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11337;Acero;3AL-2-6-97;JEMASU;117,68 kW (160,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;0,77;ESP000054101;;-;54101;0,00 m;Baja Definitiva (desde el 31/07/1995);-;-;;Madera;3AL-2-1810;JERONIMO;0,00 kW (0,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;2,84;ESP000005621;;ARTES MENORES EN EL MEDITERRANEO;5621;8,10 m;Baja Definitiva (desde el 11/02/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3997;Madera;3AL-2-1815;JESUS Y MARIA;47,79 kW (65,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;30,22;ESP000001557;;PALANGRE DE SUPERFICIE CALADERO NACIONAL;1557;16,66 m;Baja Definitiva (desde el 03/11/2003);-;EA5239;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1120;Madera;3AL-2-1684;JESUSIN;119,15 kW (162,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;46,78;ESP000001599;;-;1599;0,00 m;Baja Definitiva (desde el 19/11/1996);-;EA9456;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/1154;Madera;3AL-2-1602;JOAQUIN MATEO;158,13 kW (215,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;31/12/1988;67,52;ESP000016026;;-;16026;16,85 m;Baja Definitiva (desde el 13/12/2000);-;EA9462;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8324;Madera;3AL-2-1821;JOMADA;279,49 kW (380,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;1,68;ESP000011540;;ARTES MENORES EN EL MEDITERRANEO;11540;6,55 m;Baja Definitiva (desde el 01/10/2018);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/6452;Madera;3AL-2-1754;JOSE TOMILLERO;14,71 kW (20,0 CV);41100 - Estepona, MÁLAGA (ANDALUCÍA);
Secretaría General de Pesca;10/05/1989;16,80;ESP000005591;;CERCO EN EL MEDITERRANEO;5591;13,27 m;Baja Definitiva (desde el 12/11/2009);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/3974;Madera;3AL-2-1731;JOSE Y CARMEN;73,55 kW (100,0 CV);34200 - Algeciras, CÁDIZ (ANDALUCÍA);
