Administración responsable del Registro;Alta en RGFP;Arqueo GT;CFR;Capacidad del buque no aportable por:;Censo por modalidad;Código;Eslora total;Estado;IMO;IRCS;Imagen;Material del casco;Matrícula;Nombre;Potencia;Puerto base;Tipo de auxiliar
Secretaría General de Pesca;10/05/1989;1,30;ESP000050264;ART 5 RD 1081/2012. NO APORT COMO BAJA. NO AYUDAS.NO TRANSMISION.;ARTES MENORES EN CANTABRICO NW;50264;5,16 m;Baja Definitiva (desde el 12/08/2025);-;-;;Poliester;3VILL-5-385;PORTUGUESA;36,76 kW (50,0 CV);23340 - Villanueva, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;11,70;ESP000006186;;ARTES MENORES EN CANTABRICO NW;6186;14,50 m;Baja Definitiva (desde el 13/07/2004);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4412;Madera;3VILL-5-380;PORVENIR NUMERO DOS;132,39 kW (180,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;30/06/1989;1,28;ESP000051799;;ARTES MENORES EN CANTABRICO NW;51799;5,75 m;Alta Definitiva (desde el 31/01/2002);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16307;Poliester;3VILL-5-722;POUSO;18,38 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;12/11/2014;1,74;ESP000027650;;ARTES MENORES EN CANTABRICO NW;27650;6,80 m;Alta Definitiva (desde el 04/12/2014);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15388;Poliester;3VILL-5-1-14;PREGO UNO;36,76 kW (50,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,10;ESP000051780;;ARTES MENORES EN CANTABRICO NW;51780;5,05 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16294;Fibra de Vidrio/Plástico;3VILL-5-475;PRINCESA DOS;11,03 kW (15,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,41;ESP000051818;;ARTES MENORES EN CANTABRICO NW;51818;0,00 m;Baja Definitiva (desde el 11/09/2000);-;-;;Madera;3VILL-5-317;PUNTA DE QUILMA;3,68 kW (5,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;22/07/1993;0,74;ESP000056687;;ARTES MENORES EN CANTABRICO NW;56687;5,50 m;Baja Definitiva (desde el 03/12/1996);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18745;Madera;3VILL-5-309;QUE CHE IMPORTA;0,00 kW (0,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Galicia;30/06/1989;0,67;-;;;51786;4,94 m;Baja Definitiva (desde el 12/09/2013);-;-;;Poliester;3VILL-5-715;QUE CHOVA;18,39 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;10/05/1989;0,00;ESP000050456;;ARTES MENORES EN CANTABRICO NW;50456;0,00 m;Baja Definitiva (desde el 13/06/1994);-;-;;Madera;3VILL-5-157;QUE SE YO;5,15 kW (7,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,68;ESP000051744;;ARTES MENORES EN CANTABRICO NW;51744;5,00 m;Baja Definitiva (desde el 10/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16268;Madera;3VILL-5-480;QUE VOA;6,62 kW (9,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;12,52;ESP000006554;;ARTES MENORES EN CANTABRICO NW;6554;13,75 m;Baja Definitiva (desde el 07/06/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4662;Madera;3VILL-5-635;QUENY;51,48 kW (70,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;03/06/1998;0,42;ESP000057766;;ARTES MENORES EN CANTABRICO NW;57766;4,70 m;Baja Definitiva (desde el 02/02/2007);-;-;;Madera;3VILL-5-138;QUINO;2,94 kW (4,0 CV);23400 - El Grove, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;03/03/1998;4,13;ESP000023769;;ARTES MENORES EN CANTABRICO NW;23769;9,49 m;Alta Definitiva (desde el 16/06/2000);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/11565;Poliester;3VILL-5-12-97;RALMAR;69,12 kW (94,0 CV);21400 - Ferrol, A CORUÑA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,68;ESP000050266;;ARTES MENORES EN CANTABRICO NW;50266;5,00 m;Baja Definitiva (desde el 03/07/2008);-;-;;Madera;3VILL-5-557;RAMIRO;0,00 kW (0,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,06;ESP000050265;;ARTES MENORES EN CANTABRICO NW;50265;0,00 m;Baja Definitiva (desde el 29/08/1997);-;-;;Poliester;3VILL-5-593;RAMON LUIS;0,00 kW (0,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;31/12/1988;13,93;ESP000015679;;ARTES MENORES EN CANTABRICO NW;15679;12,95 m;Baja Definitiva (desde el 22/01/2013);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8077;Madera;3VILL-5-656;RAMONI;66,19 kW (90,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;27/06/1990;1,28;ESP000056474;;ARTES MENORES EN CANTABRICO NW;56474;5,35 m;Alta Definitiva (desde el 18/11/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18539;Poliester;3VILL-5-782;RAPE;18,38 kW (25,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,87;ESP000051797;;ARTES MENORES EN CANTABRICO NW;51797;4,90 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16305;Poliester;3VILL-5-741;RAPIDA;18,38 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Galicia;14/02/1992;20,98;-;;;22190;0,00 m;Baja Definitiva (desde el 18/06/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10024;Madera;4VILL-5-15;RAQUEL;71,34 kW (97,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;10/05/1989;0,48;ESP000051663;;ARTES MENORES EN CANTABRICO NW;51663;4,65 m;Baja Provisional (desde el 05/01/2026);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16232;Madera;3VILL-5-506;RAQUEL;3,68 kW (5,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,76;ESP000051794;;ARTES MENORES EN CANTABRICO NW;51794;4,95 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21809;Poliester;3VILL-5-586;RASA;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,40;ESP000015486;;ARTES MENORES EN CANTABRICO NW;15486;0,00 m;Baja Definitiva (desde el 28/01/1997);-;-;;Madera;3VILL-5-667;RAYDO;2,94 kW (4,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;09/02/1999;0,88;ESP000057819;;ARTES MENORES EN CANTABRICO NW;57819;4,94 m;Baja Provisional (desde el 17/09/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19681;Poliester;3VILL-5-11-95;RAYDO SEGUNDO;2,94 kW (4,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,74;ESP000051647;;ARTES MENORES EN CANTABRICO NW;51647;5,88 m;Baja Definitiva (desde el 05/09/2002);-;-;;Madera;3VILL-5-242;REGINA;3,68 kW (5,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,10;ESP000050267;;ARTES MENORES EN CANTABRICO NW;50267;5,02 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15625;Poliester;3VILL-5-435;REINA;14,71 kW (20,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;16/12/1996;0,76;ESP000057412;;ARTES MENORES EN CANTABRICO NW;57412;4,95 m;Alta Definitiva (desde el 16/12/1996);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19378;Poliester;3VILL-5-749;REINA DE LOS MARES II;18,38 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;21/04/1992;1,23;ESP000056587;;ARTES MENORES EN CANTABRICO NW;56587;5,70 m;Alta Definitiva (desde el 21/04/1992);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22090;Poliester;3VILL-5-23-91;REMEDIOS;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,44;ESP000050268;;ARTES MENORES EN CANTABRICO NW;50268;4,30 m;Baja Definitiva (desde el 03/07/2008);-;-;;Madera;3VILL-5-422;REMO;35,30 kW (48,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000051721;;-;51721;0,00 m;Baja Definitiva (desde el 23/02/1993);-;-;;Madera;3VILL-5-90;RENO;4,41 kW (6,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;30/06/1989;1,35;ESP000051630;;ARTES MENORES EN CANTABRICO NW;51630;5,80 m;Alta Definitiva (desde el 30/06/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16213;Poliester;3VILL-5-703;REPOLEIRA UN;22,06 kW (30,0 CV);23100 - Santa Eugenia de Riveira, A CORUÑA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,03;ESP000050437;;ARTES MENORES EN CANTABRICO NW;50437;5,15 m;Baja Provisional (desde el 06/06/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15687;Poliester;3VILL-5-4;RESUA;22,06 kW (30,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,08;ESP000056057;;ARTES MENORES EN CANTABRICO NW;56057;5,27 m;Alta Definitiva (desde el 04/07/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22958;Poliester;3VILL-5-370;REVO;5,51 kW (7,5 CV);23340 - Villanueva, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/12/1993;1,05;ESP000056784;;ARTES MENORES EN CANTABRICO NW;56784;5,30 m;Alta Definitiva (desde el 05/11/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/23334;Poliester;3VILL-5-563;REYBA;3,68 kW (5,0 CV);12200 - Bermeo, BIZKAIA (PAÍS VASCO);
Secretaría General de Pesca;10/05/1989;0,54;ESP000050269;;ARTES MENORES EN CANTABRICO NW;50269;4,70 m;Baja Definitiva (desde el 03/07/2008);-;-;;Madera;3VILL-5-373;RIA DE DENA;3,68 kW (5,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;19/12/1991;0,76;ESP000056552;;ARTES MENORES EN CANTABRICO NW;56552;4,80 m;Baja Definitiva (desde el 26/06/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18613;Poliester;3VILL-5-814;RIAL;0,00 kW (0,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,03;ESP000050436;;ARTES MENORES EN CANTABRICO NW;50436;5,15 m;Baja Provisional (desde el 13/10/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22495;Poliester;3VILL-5-322;RIN;7,28 kW (9,9 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,87;ESP000050270;;ARTES MENORES EN CANTABRICO NW;50270;5,27 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15626;Poliester;3VILL-5-729;RIO;12,50 kW (17,0 CV);23400 - El Grove, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,26;ESP000051660;ART 5 RD 1081/2012. NO APORT COMO BAJA. NO AYUDAS.NO TRANSMISION.;ARTES MENORES EN CANTABRICO NW;51660;5,65 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16229;Poliester;3VILL-5-556;RIO BRAVO;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Galicia;30/06/1989;0,83;-;;;51800;5,00 m;Alta Definitiva (desde el 23/04/2019);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16308;Poliester;4VILL-5-2-17;RITA;18,39 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de cultivos marinos
Secretaría General de Pesca;31/12/1987;0,94;ESP000051627;;ARTES MENORES EN CANTABRICO NW;51627;4,90 m;Baja Definitiva (desde el 09/07/2021);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/16211;Poliester;3VILL-5-657;RJ;18,39 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;13/06/1994;1,33;ESP000022823;;ARTES MENORES EN CANTABRICO NW;22823;5,65 m;Alta Definitiva (desde el 13/06/1994);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21274;Poliester;3VILL-5-502;ROCA;18,38 kW (25,0 CV);23100 - Santa Eugenia de Riveira, A CORUÑA (GALICIA);
Secretaría General de Pesca;21/04/1992;0,99;ESP000056588;;ARTES MENORES EN CANTABRICO NW;56588;5,25 m;Baja Provisional (desde el 11/12/2025);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18647;Poliester;3VILL-5-784;ROELMA;3,68 kW (5,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;06/10/2016;3,44;ESP000027748;;ARTES MENORES EN CANTABRICO NW;27748;9,65 m;Alta Definitiva (desde el 25/11/2016);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21714;Poliester;3VILL-5-1-16;ROJUMAR;11,76 kW (16,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;18/01/1994;1,29;ESP000056796;;ARTES MENORES EN CANTABRICO NW;56796;5,45 m;Alta Definitiva (desde el 18/01/1994);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18848;Poliester;3VILL-5-687;ROSA;18,38 kW (25,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,11;ESP000051656;ART 5 RD 1081/2012. NO APORT COMO BAJA. NO AYUDAS.NO TRANSMISION.;ARTES MENORES EN CANTABRICO NW;51656;5,30 m;Baja Definitiva (desde el 16/01/2025);-;-;;Poliester;3VILL-5-599;ROSA ANA;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;13,19;ESP000006177;;ARTES MENORES EN CANTABRICO NW;6177;12,90 m;Baja Definitiva (desde el 11/05/2005);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4407;Madera;3VILL-5-509;ROSA LOPEZ;71,34 kW (97,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,58;ESP000020403;;ARTES MENORES EN CANTABRICO NW;20403;4,67 m;Baja Definitiva (desde el 03/07/2008);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8640;Madera;3VILL-5-463;ROSA MARY;7,35 kW (10,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,84;ESP000050472;;ARTES MENORES EN CANTABRICO NW;50472;5,50 m;Baja Definitiva (desde el 24/10/2017);-;-;;Madera;3VILL-5-445;ROSARIO;40,45 kW (55,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;25/03/1994;25,81;-;;;22763;0,00 m;Baja Definitiva (desde el 18/04/2005);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/10580;Madera;4VILL-5-8-92;ROSI;117,68 kW (160,0 CV);23320 - Rianjo, A CORUÑA (GALICIA);Auxiliar de cultivos marinos
Secretaría General de Pesca;10/05/1989;37,90;ESP000006215;;CERCO EN CANTABRICO NW;6215;18,81 m;Baja Definitiva (desde el 09/05/2002);-;EA6652;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4437;Madera;3VILL-5-289;ROSI NUMERO DOS;272,13 kW (370,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,87;ESP000050455;;ARTES MENORES EN CANTABRICO NW;50455;4,85 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15701;Poliester;3VILL-5-531;ROSINITA;11,03 kW (15,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,58;ESP000051716;;ARTES MENORES EN CANTABRICO NW;51716;4,60 m;Baja Definitiva (desde el 10/07/2008);-;-;;Madera;3VILL-5-132;ROSITA;14,71 kW (20,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000015729;;-;15729;0,00 m;Baja Definitiva (desde el 31/12/1989);-;-;;Madera;3VILL-5-696;ROXO;11,77 kW (16,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000006192;;-;6192;6,80 m;Baja Definitiva (desde el 30/11/1993);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4417;Madera;3VILL-5-495;RUBEN;7,35 kW (10,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;11,81;-;;;7237;11,50 m;Baja Definitiva (desde el 06/09/2006);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/5129;Madera;3VILL-5-147;RUBIO;44,13 kW (60,0 CV);23330 - Villajuan, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;31/12/1989;1,40;ESP000056371;;ARTES MENORES EN CANTABRICO NW;56371;6,22 m;Alta Definitiva (desde el 31/12/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18485;Poliester;3VILL-5-775;RULA;18,38 kW (25,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,68;ESP000050271;;ARTES MENORES EN CANTABRICO NW;50271;5,00 m;Baja Definitiva (desde el 03/07/2008);-;-;;Madera;3VILL-5-489;RUPERTA;0,00 kW (0,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;0,00;-;;;6217;0,00 m;Baja Definitiva (desde el 13/02/2015);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4439;Madera;4VILL-5-18;RURARI;99,29 kW (135,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;10/05/1989;8,75;ESP000006216;;CERCO EN CANTABRICO NW;6216;0,00 m;Baja Definitiva (desde el 17/12/1997);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4438;Madera;3VILL-5-428;RURARI DOS;95,61 kW (130,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,35;ESP000051034;;ARTES MENORES EN CANTABRICO NW;51034;4,40 m;Baja Definitiva (desde el 05/12/2011);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15886;Madera;3VILL-5-312;SABE;3,68 kW (5,0 CV);23340 - Villanueva, PONTEVEDRA (GALICIA);
Galicia;05/01/2012;47,58;-;;;27453;20,75 m;Alta Definitiva (desde el 05/01/2012);-;EA6429;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/15208;Poliester;4VILL-5-2-11;SABESE TRES;154,45 kW (210,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de cultivos marinos
Secretaría General de Pesca;10/05/1989;0,00;ESP000050272;;-;50272;0,00 m;Baja Definitiva (desde el 03/03/1992);-;-;;Madera;3VILL-5-263;SABINO;6,62 kW (9,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;14/02/1992;1,27;ESP000056564;;ARTES MENORES EN CANTABRICO NW;56564;5,60 m;Alta Definitiva (desde el 28/03/2011);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18625;Poliester;3VILL-5-22-91;SABINO;22,06 kW (30,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;0,00;ESP000050377;;-;50377;0,00 m;Baja Definitiva (desde el 17/05/1993);-;-;;Madera;3VILL-5-24;SABLE;7,35 kW (10,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/12/1996;1,00;ESP000057406;;ARTES MENORES EN CANTABRICO NW;57406;5,30 m;Baja Provisional (desde el 19/01/2024);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/19373;Poliester;3VILL-5-748;SABRINA;3,68 kW (5,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;1,37;ESP000051706;;ARTES MENORES EN CANTABRICO NW;51706;5,50 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/21905;Poliester;3VILL-5-631;SAFEVI;11,03 kW (15,0 CV);23310 - Carril, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;07/09/2005;2,20;ESP000026423;;ARTES MENORES EN CANTABRICO NW;26423;7,80 m;Alta Definitiva (desde el 19/01/2006);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/14186;Poliester;3VILL-5-5-05;SAGRES UN;15,44 kW (21,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;19/10/1993;1,06;ESP000056597;;ARTES MENORES EN CANTABRICO NW;56597;5,30 m;Alta Definitiva (desde el 19/10/1993);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/18656;Poliester;3VILL-5-797;SALDAÑA;2,94 kW (4,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;30/06/1989;14,10;ESP000016027;;ARTES MENORES EN CANTABRICO NW;16027;13,50 m;Alta Definitiva (desde el 30/06/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8325;Madera;3VILL-5-730;SALENA TERCERO;99,26 kW (135,0 CV);14400 - Gijon (El Musel), ASTURIAS (PRINCIPADO DE ASTURIAS);
Galicia;18/02/2003;25,70;-;;;25468;16,00 m;Alta Definitiva (desde el 18/02/2003);-;EA2358;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/13245;Poliester;4VILL-5-3-02;SALEU ASI PRIMEIRO;161,81 kW (220,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;10/05/1989;0,49;ESP000050282;;ARTES MENORES EN CANTABRICO NW;50282;4,60 m;Baja Definitiva (desde el 20/06/2018);-;-;;Madera;3VILL-5-267;SALOME;3,68 kW (5,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;28,40;-;;;15952;14,37 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8265;Madera;4VILL-5-14;SALVA;110,32 kW (150,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);Auxiliar de bateas
Galicia;23/03/2007;1,11;-;;;58515;5,45 m;Alta Definitiva (desde el 23/03/2007);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/20309;-;4VILL-5-5-05;SALVA DOS;36,76 kW (50,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);Auxiliar de cultivos marinos
Secretaría General de Pesca;10/05/1989;0,00;ESP000015521;;ARTES MENORES EN CANTABRICO NW;15521;0,00 m;Baja Definitiva (desde el 20/10/1994);-;-;;Madera;3VILL-5-679;SAN FRANCISCO;6,62 kW (9,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Secretaría General de Pesca;10/05/1989;4,49;ESP000006202;;ARTES MENORES EN CANTABRICO NW;6202;0,00 m;Baja Definitiva (desde el 20/12/1996);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/4425;Madera;3VILL-5-486;SAN JOSE;55,16 kW (75,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);
Galicia;10/05/1989;24,87;-;;;20658;0,00 m;Alta Definitiva (desde el 10/05/1989);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/8813;Madera;4VILL-5-14-91;SAN JULIAN;211,82 kW (288,0 CV);23200 - La Puebla del Caramiñal, A CORUÑA (GALICIA);Auxiliar de bateas
Galicia;30/04/2001;0,74;-;;;57991;4,80 m;Alta Definitiva (desde el 30/04/2001);-;-;;Poliester;4VILL-5-2-00;SANDI SIETE;18,39 kW (25,0 CV);23500 - Cambados, PONTEVEDRA (GALICIA);Auxiliar de bateas
Secretaría General de Pesca;27/10/1993;0,89;ESP000056747;;ARTES MENORES EN CANTABRICO NW;56747;4,80 m;Baja Provisional (desde el 05/01/2026);-;-;https://servicio.pesca.mapama.es/CENSO/ConsultaBuqueRegistro/Buques/Image/22133;Poliester;3VILL-5-16-91;SANDRA;22,06 kW (30,0 CV);23510 - Isla de Arosa, PONTEVEDRA (GALICIA);
