CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
SVN000000045;;SVN;;;7.61;0.00;0.00;;11.45;0.00;Maona;5-PI;5-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;90.00;0.00;Fiber/Plastic;;1997-07-25;MFL;;;2021-10-21
SVN000000046;;SVN;;;3.75;0.00;0.00;;7.95;0.00;Levante;6-PI;6-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;58.80;0.00;Wood;;2002-01-11;MFL;;;
SVN000000048;;SVN;;;0.70;0.00;0.00;;4.15;0.00;8-PI;8-PI;8-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;18.40;0.00;Fiber/Plastic;;2000-11-15;MFL;;;2013-06-20
SVN000000049;;SVN;;;1.65;0.00;0.00;;6.75;0.00;Verona;9-PI;9-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;94.88;0.00;Fiber/Plastic;;2001-04-25;MFL;;2010-04-15;
SVN000000050;;SVN;;;3.90;0.00;0.00;;8.05;0.00;Orkan;919-KP;919-KP;Piran;;N;;N;N;N;;;FX;;GNS, GTR;58.00;0.00;Other;;2001-05-11;MFL;;;
SVN000000051;;SVN;;;6.05;0.00;0.00;;9.40;0.00;Five;4330-PI;4330-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;242.36;0.00;Fiber/Plastic;;2002-03-19;MFL;;;2013-07-10
SVN000000053;;SVN;;;1.09;0.00;0.00;;4.50;0.00;13-PI;13-PI;13-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;2.94;0.00;Fiber/Plastic;;2002-12-24;MFL;;;
SVN000000054;;SVN;;;5.53;0.00;0.00;;9.99;0.00;Ma-Ni;14-PI;14-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;88.00;0.00;Fiber/Plastic;;1987-08-18;MFL;;;
SVN000000055;;SVN;;;2.16;0.00;0.00;;6.72;0.00;15-PI;15-PI;15-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;11.03;0.00;Wood;;1996-11-12;MFL;;;
SVN000000056;;SVN;;;1.62;0.00;0.00;;5.50;0.00;16-PI;16-PI;16-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;6.61;0.00;Wood;;2002-11-15;MFL;;;2018-04-06
SVN000000057;;SVN;;;0.94;0.00;0.00;;5.85;0.00;17-PI;17-PI;17-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;0.00;0.00;Wood;;2007-04-24;MFL;;;
SVN000000058;;SVN;;;2.02;0.00;0.00;;7.90;0.00;Valentina;18-PI;18-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;92.00;0.00;Wood;;1989-03-03;MFL;;;
SVN000000059;;SVN;;;1.09;0.00;0.00;;4.50;0.00;19-PI;19-PI;19-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;18.38;0.00;Fiber/Plastic;;1996-03-15;MFL;;;2017-03-07
SVN000000060;;SVN;;;8.20;0.00;0.00;;9.99;0.00;Furia;20-PI;20-PI;Piran;;N;;N;N;N;;;FX;;OTB, GNS;205.80;0.00;Fiber/Plastic;;1997-06-30;MFL;;;
SVN000000061;;SVN;;;1.09;0.00;0.00;;4.50;0.00;21-PI;21-PI;21-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;18.23;0.00;Fiber/Plastic;;2003-03-31;MFL;;;
SVN000000062;;SVN;;;4.80;0.00;0.00;;10.90;0.00;Pirat;291-KP;291-KP;Koper;;N;;N;N;N;;;FX;;OTB, NO;177.00;0.00;Wood;;1998-07-22;MFL;;;
SVN000000063;;SVN;;;2.10;0.00;0.00;;5.90;0.00;Ultima;23-PI;23-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;13.23;0.00;Fiber/Plastic;;1996-10-02;MFL;;;
SVN000000064;;SVN;;;0.82;0.00;0.00;;4.50;0.00;26-PI;26-PI;26-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;7.28;0.00;Fiber/Plastic;;2002-08-28;MFL;;;2018-04-06
SVN000000065;;SVN;;;3.62;0.00;0.00;;7.98;0.00;Grongo;27-PI;27-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;29.50;0.00;Fiber/Plastic;;1997-03-21;MFL;;;
SVN000000066;;SVN;;;5.94;0.00;0.00;;9.30;0.00;Sirius;29-PI;29-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;46.00;0.00;Wood;;1995-06-08;MFL;;;
SVN000000067;;SVN;;;6.34;0.00;0.00;;8.50;0.00;Blue frog;30-PI;30-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;7.35;0.00;Fiber/Plastic;;2003-05-12;MFL;;;2018-04-20
SVN000000068;;SVN;;;1.09;0.00;0.00;;4.50;0.00;31-PI;31-PI;31-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;18.37;0.00;Fiber/Plastic;;2002-08-28;MFL;;;2018-04-20
SVN000000069;;SVN;;;1.09;0.00;0.00;;4.50;0.00;32-PI;32-PI;32-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;2.94;0.00;Fiber/Plastic;;2002-09-02;MFL;;;2021-03-31
SVN000000070;;SVN;;;5.30;0.00;0.00;;9.30;0.00;Miramar;33-PI;33-PI;Piran;;N;;N;;N;;;FX;;GNS, GTR;110.00;0.00;Wood;;2002-09-02;MFL;;;
SVN000000071;;SVN;;;2.69;0.00;0.00;;7.60;0.00;34-PI;34-PI;34-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;18.25;0.00;Wood;;2002-09-05;MFL;;;
SVN000000072;;SVN;;;0.89;0.00;0.00;;4.33;0.00;35-PI;35-PI;35-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;3.31;0.00;Fiber/Plastic;;2002-10-24;MFL;;;
SVN000000073;;SVN;;;1.43;0.00;0.00;;5.90;0.00;36-PI;36-PI;36-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;29.50;0.00;Fiber/Plastic;;2002-09-06;MFL;;;
SVN000000074;;SVN;;;1.09;0.00;0.00;;4.50;0.00;37-PI;37-PI;37-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;7.28;0.00;Fiber/Plastic;;2003-05-07;MFL;;;
SVN000000075;;SVN;;;0.64;0.00;0.00;;4.50;0.00;38-PI;38-PI;38-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;2.94;0.00;Fiber/Plastic;;2003-05-09;MFL;;;2018-04-20
SVN000000076;;SVN;;;1.09;0.00;0.00;;4.50;0.00;39-PI;39-PI;39-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;25.66;0.00;Fiber/Plastic;;2003-06-02;MFL;;;
SVN000000077;;SVN;;;0.83;0.00;0.00;;4.50;0.00;40-PI;40-PI;40-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;6.61;0.00;Fiber/Plastic;;2002-09-09;MFL;;;
SVN000000078;;SVN;;;1.50;0.00;0.00;;5.08;0.00;41-PI;41-PI;41-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;7.28;0.00;Wood;;2003-07-11;MFL;;;
SVN000000079;;SVN;;;14.82;0.00;0.00;;12.00;0.00;Alba;77-IZ;77-IZ;Izola;;N;;N;N;N;;;FX;;OTB, NO;188.00;0.00;Other;;2003-07-18;MFL;;2012-12-14;
SVN000000080;;SVN;;;0.90;0.00;0.00;;5.60;0.00;43-PI;43-PI;43-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;20.85;0.00;Wood;;2003-08-04;MFL;;;
SVN000000081;;SVN;;;1.86;0.00;0.00;;5.50;0.00;90-PI;90-PI;90-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;12.86;0.00;Wood;;2014-11-20;MFL;;;
SVN000000082;;SVN;;;0.86;0.00;0.00;;4.10;0.00;46-PI;46-PI;46-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;2.94;0.00;Fiber/Plastic;;2004-04-14;MFL;;;
SVN000000083;;SVN;;;1.52;0.00;0.00;;6.54;0.00;47-PI;47-PI;47-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;118.35;0.00;Wood;;2004-04-16;MFL;;;2018-04-20
SVN000000084;;SVN;;;3.68;0.00;0.00;;7.10;0.00;Marina;434-KP;434-KP;Koper;;N;;N;N;N;;;FX;;GNS, GTR;47.04;0.00;Fiber/Plastic;;1988-09-21;MFL;;;
SVN000000085;;SVN;;;0.82;0.00;0.00;;4.50;0.00;48-PI;48-PI;48-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;2.94;0.00;Fiber/Plastic;;2004-04-20;MFL;;;2018-05-08
SVN000000086;;SVN;;;0.54;0.00;0.00;;4.06;0.00;49-PI;49-PI;49-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;2.94;0.00;Fiber/Plastic;;2004-04-20;MFL;;;2018-05-08
SVN000000087;;SVN;;;3.00;0.00;0.00;;8.00;0.00;289-KP;289-KP;289-KP;Koper;;N;;N;N;N;;;FX;;GNS, GTR;100.00;0.00;Fiber/Plastic;;2004-04-20;MFL;;;2018-05-08
SVN000000088;;SVN;;;1.79;0.00;0.00;;6.15;0.00;72-IZ;72-IZ;72-IZ;Izola;;N;;N;N;N;;;FX;;GTR, GNS;12.77;0.00;Fiber/Plastic;;1986-06-09;MFL;;;2020-10-19
SVN000000089;;SVN;;;1.79;0.00;0.00;;6.15;0.00;73-IZ;73-IZ;73-IZ;Izola;;N;;N;;N;;;FX;;GNS, GTR;22.05;0.00;Fiber/Plastic;;1986-06-09;MFL;;;
SVN000000094;;SVN;;;8.69;0.00;0.00;;10.70;0.00;Meduza;1-IZ;1-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;183.90;0.00;Fiber/Plastic;;2004-03-29;MFL;;;
SVN000000095;;SVN;;;1.66;0.00;0.00;;6.25;0.00;4-IZ;4-IZ;4-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;11.76;0.00;Wood;;2003-01-28;MFL;;;2018-05-09
SVN000000096;;SVN;;;3.20;0.00;0.00;;9.30;0.00;Iglica;6-IZ;6-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;22.00;0.00;Wood;;1998-03-23;MFL;;;
SVN000000097;278836000;SVN;;;9.08;0.00;0.00;;14.72;0.00;RIBIČ BAJA;96-PI;96-PI;Piran;;Y;S5UZ7;Y;N;N;;;FX;;PS, GNS;97.02;0.00;Wood;;1999-05-10;MFL;;;
SVN000000098;278787000;SVN;;;8.21;0.00;0.00;;11.98;0.00;Beluga;8-IZ;8-IZ;Izola;;Y;S5UZ4;Y;N;N;;;FX;;OTB, GNS;91.88;0.00;Wood;;2000-09-27;MFL;;;
SVN000000099;;SVN;;;2.58;0.00;0.00;;7.84;0.00;11-IZ;11-IZ;11-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;36.75;0.00;Wood;;2001-04-26;MFL;;;
SVN000000100;278095000;SVN;;;33.93;0.00;0.00;;17.90;0.00;Zlatoperka;14-IZ;14-IZ;Izola;;Y;S50Z9;Y;Y;Y;;;FX;;OTB, GNS;270.00;0.00;Wood;;2001-12-10;MFL;;;
SVN000000101;;SVN;;;2.65;0.00;0.00;;7.15;0.00;Antonella III;15-IZ;15-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;47.65;0.00;Wood;;2002-07-15;MFL;;;2019-06-07
SVN000000102;;SVN;;;1.47;0.00;0.00;;6.25;0.00;978-KP;978-KP;978-KP;Koper;;N;;N;N;N;;;FX;;GNS, GND;18.37;0.00;Wood;;2004-04-20;MFL;;;
SVN000000103;;SVN;;;0.79;0.00;0.00;;5.12;0.00;20-IZ;20-IZ;20-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;13.89;0.00;Wood;;1987-08-11;MFL;;;
SVN000000104;;SVN;;;1.85;0.00;0.00;;6.75;0.00;23-IZ;23-IZ;23-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;61.94;0.00;Fiber/Plastic;;2004-03-15;MFL;;;
SVN000000105;278527000;SVN;;;28.96;0.00;0.00;;17.50;0.00;Jež;30-IZ;30-IZ;Izola;;Y;S5OZ8;Y;Y;Y;;;FX;;OTB, GNS;257.00;0.00;Wood;;2002-04-26;MFL;;;
SVN000000106;;SVN;;;1.08;0.00;0.00;;5.68;0.00;34-IZ;34-IZ;34-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;11.10;0.00;Other;;2003-02-20;MFL;;;
SVN000000107;;SVN;;;11.88;0.00;0.00;;14.05;0.00;Luna;36-IZ;36-IZ;Izola;;Y;S5Z2036;N;N;N;;;FX;;GNS, GTR;110.00;0.00;Wood;;2000-04-12;MFL;;;2016-03-09
SVN000000108;;SVN;;;2.27;0.00;0.00;;6.89;0.00;38-IZ;38-IZ;38-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;58.80;0.00;Fiber/Plastic;;2004-04-02;MFL;;;
SVN000000109;;SVN;;;0.80;0.00;0.00;;5.05;0.00;97-PI;97-PI;97-PI;Piran;;N;;N;N;N;;;FX;;GNS, GTR;0.00;0.00;Fiber/Plastic;;2004-04-22;MFL;;;
SVN000000110;;SVN;;;0.71;0.00;0.00;;4.50;0.00;46-IZ;46-IZ;46-IZ;Izola;;N;;N;N;N;;;FX;;GNS, GTR;2.94;0.00;Fiber/Plastic;;2004-03-31;MFL;;;
