CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
LVA000000100;;LVA;;;99.00;0.00;0.00;;23.57;21.30;SPĀRE;LVR0521;LVR0521;Riga;;Y;YL2004;Y;Y;Y;;;FX;;OTM, NO;221.00;0.00;Metal;;1979-12-31;MFL;1979-01-01;2008-12-18;
LVA000000101;;LVA;;;112.00;0.00;0.00;;25.45;22.00;BAIBA;LVL2014;LVL2014;Liepaja;;Y;YL2090;Y;Y;Y;;;FX;;OTM, NO;221.00;0.00;Metal;;1973-12-31;MFL;1973-01-01;2006-04-20;
LVA000000102;;LVA;;;85.00;0.00;0.00;;27.10;24.60;BALODIS;LVR0693;LVR0693;Riga;;Y;YL2134;Y;Y;Y;;;FX;;GNS, GND;221.00;0.00;Metal;;1978-12-31;MFL;1978-01-01;2011-04-20;
LVA000000103;;LVA;;;115.00;0.00;0.00;;26.50;22.00;BALTEZERS;LVV1517;LVV1517;Ventspils;;Y;YLIS;Y;Y;Y;;;FX;;OTM, OTB;220.00;0.00;Metal;;1987-12-31;MFL;1987-01-01;;
LVA000000105;;LVA;;;70.00;0.00;0.00;;25.23;22.00;BAUSKA;LVL2051;LVL2051;Liepaja;;Y;YL2088;Y;Y;Y;;;FX;;GNS, NO;132.00;0.00;Metal;;1970-12-31;MFL;1970-01-01;2005-01-26;
LVA000000106;;LVA;;;69.00;0.00;0.00;;25.23;22.00;BĀKA;LVR0702;LVR0702;Riga;;Y;YL2241;Y;Y;Y;;;FX;;GNS, GND;221.00;0.00;Metal;;1967-12-31;MFL;1967-01-01;2006-10-23;
LVA000000107;;LVA;;;76.00;0.00;0.00;;27.10;22.00;BĀRBELE;LVL2004;LVL2004;Liepaja;;Y;YL2114;Y;Y;Y;;;FX;;GNS;310.00;38.00;Metal;;1974-01-01;MFL;1974-01-01;2016-04-06;
LVA000000108;;LVA;;;109.00;0.00;0.00;;25.40;22.00;BELLA;LVV1512;LVV1512;Ventspils;;Y;YLIT;Y;Y;Y;;;FX;;OTM, NO;220.00;0.00;Metal;;1988-12-31;MFL;1988-01-01;;
LVA000000109;;LVA;;;112.00;0.00;0.00;;25.45;22.00;BENITA;LVL2012;LVL2012;Liepaja;;Y;YL2095;Y;Y;Y;;;FX;;OTM, NO;221.00;0.00;Metal;;1976-12-31;MFL;1976-01-01;2007-05-23;
LVA000000110;;LVA;;;110.00;0.00;0.00;;25.45;22.00;BENTOS;LVV1505;LVV1505;Ventspils;;Y;YL2042;Y;Y;Y;;;FX;;OTM, OTB;221.00;0.00;Metal;;1979-12-31;MFL;1979-01-01;2006-07-20;
