CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
FRA000279021;;FRA;;;0.00;2.88;0.00;;7.10;0.00;PETITE CLAUDINE;279021;AD 279021;United Kingdom;;Y;FU5182;N;;;;;FX;;NK, NO;33.00;0.00;;;1975-06-30;A10;;;1990-10-08
FRA000279023;;FRA;;;0.00;24.82;0.00;;14.33;0.00;NARVAL;279023;GV 279023;;;Y;FS9992;N;;;;;FX;;OTB, DRB;118.00;0.00;Wood;;1975-06-30;4F2;1961-01-01;1998-07-21;
FRA000279025;;FRA;;;0.00;9.88;0.00;;9.46;0.00;AN EAL MAD;279025;AD 279025;United Kingdom;;Y;FT7890;N;;;;;FX;;NK, NO;104.00;0.00;Wood;;1975-06-30;A10;1961-01-01;1994-03-30;
FRA000279027;;FRA;;;0.00;49.86;0.00;;16.40;0.00;APPEL DU CLOCHER;279027;AD 279027;United Kingdom;;Y;THMC;N;;;;;FX;;NK, NO;158.00;0.00;;;1975-06-30;A10;;;
FRA000279030;;FRA;;;62.53;49.29;0.00;;18.07;17.50;N DAME DES VOCATIONS;279030;AD 279030;United Kingdom;;Y;THPU;N;;;;;FX;;GNS, GTR;118.00;0.00;;;1975-06-30;4F4;;;2002-02-14
FRA000279033;227056080;FRA;;;3.71;4.47;0.00;;7.57;0.00;LE GRAND HANVOT;279033;LO279033;Lorient;;Y;FS2816;N;N;Y;;;FX;;FPO, OTB, GNS, LLS;53.00;0.00;Wood;;1988-06-01;MFL;1962-01-01;;2024-11-04
FRA000279034;;FRA;;;0.00;47.52;0.00;;17.50;0.00;BALOO;279034;BA 279034;United Kingdom;;Y;THYT;N;;;;;FX;;NK, NO;117.00;0.00;;;1975-06-30;A30;;1991-12-27;
FRA000279036;;FRA;;;0.00;4.03;0.00;;7.50;0.00;LEO AR MOR;279036;GV 279036;;;Y;FH9592;N;;;;;FX;;NK, NO;24.00;0.00;;;1975-07-01;A10;;1991-12-16;
FRA000279038;;FRA;;;0.00;47.52;0.00;;17.80;0.00;N DAME DE PENHORS;279038;CC 279038;;;Y;TOJL;N;;;;;FX;;NK, NO;117.00;0.00;;;1975-07-01;A30;;1991-11-25;
FRA000279040;;FRA;;;0.00;2.58;0.00;;7.00;0.00;SAINT YVES;279040;CM 279040;;;Y;FP6556;N;;;;;FX;;NK, NO;40.00;0.00;;;1975-07-01;A10;;1991-07-30;
FRA000279041;;FRA;;;0.00;5.60;0.00;;8.36;0.00;TY AMO;279041;AD 279041;United Kingdom;;Y;FT7860;N;;;;;FX;;NK, NO;59.00;0.00;;;1975-07-01;A10;;;1992-06-29
FRA000279043;;FRA;;;0.00;49.24;0.00;;17.01;0.00;L'ELFE DES MERS;279043;AD 279043;United Kingdom;;Y;TKMS;N;;;;;FX;;NK, NO;280.00;0.00;Wood;;1975-07-01;A10;1964-01-01;1994-03-30;
