CFR;MSSI;Country of registration;Administration responsible of registration;Registration on national registry;GT Tonnage;Other tonnage;GTs;Code;LOA;LBP;Name;Registration number;External marking;Registration Place;Status on national registry;Radio;IRCS;VMS;ERS;AIS;UVI;IMO;Vessel Type;Operates at;Fishing gear;Main engine;Power of auxiliary engine;Hull material;Image;Date of entry into service;Segment;Year of construction;Year of destruction;Year of retirement
DNK000027503;;DNK;;;0.30;0.00;0.00;;3.55;0.00;ÆGIR;ND292;ND292;;;N;;N;;;;;FX;;GNS, NO;4.00;0.00;Fiber/Plastic;;1981-01-01;MFL;1981-01-01;;2008-09-29
DNK000027504;;DNK;;;0.20;0.00;0.00;;4.75;4.75;LONG ISLAND;DNK000027504;NF50;;;N;;N;N;N;;;FX;;GNS, GND, LTL;22.00;0.00;Fiber/Plastic;;1982-01-01;MFL;1982-01-01;;
DNK000027505;;DNK;;;0.90;0.00;0.00;;5.50;0.00;ANDERS;NF52;NF52;;;N;;N;;;;;FX;;GNS, GND;7.00;0.00;Fiber/Plastic;;1979-01-01;MFL;1979-01-01;;2005-07-22
DNK000027506;;DNK;;;0.10;0.00;0.00;;3.40;0.00;RUSEN;NF53;NF53;;;N;;N;;;;;FX;;GNS, GND;0.00;0.00;Wood;;1970-01-01;MFL;1960-01-01;;2015-09-01
DNK000027507;;DNK;;;0.60;0.00;0.00;;4.10;0.00;ANN-MARI II;R416;R416;;;N;;N;;;;;FX;;GNS, GND;11.00;0.00;;;1989-01-01;B08;;;1996-11-15
DNK000027525;;DNK;;;0.10;0.00;0.00;;4.40;4.40;DORRY;DNK000027525;KR22;;;N;;N;N;N;;;FX;;GNS, NK;10.00;0.00;Fiber/Plastic;;1978-01-01;MFL;;;
DNK000027536;;DNK;;;2.40;0.00;0.00;;6.20;6.20;HENRIK MEJLVANG;DNK000027536;RI441;;;N;;N;N;N;;;WO;;GNS, NK;15.00;0.00;Fiber/Plastic;;1981-01-01;MFL;1974-01-01;;
DNK000027554;;DNK;;;1.50;0.00;0.00;;6.25;0.00;BRIAN;SG389;SG389;;;N;;N;;;;;WO;;GNS, NO;0.00;0.00;;;1969-01-01;4B1;;;1998-06-02
DNK000027555;;DNK;;;1.90;0.00;0.00;;6.38;0.00;STEFFI;SG325;SG325;;;N;;N;;;;;WO;;GNS, NO;13.00;0.00;;;1969-01-01;4B1;;;1998-04-29
DNK000027584;;DNK;;;0.20;0.00;0.00;;4.50;0.00;KEJNÆS II;KR132;KR132;;;N;;N;;;;;FX;;GNS, GND;22.00;0.00;;;1985-01-01;4B1;;;1999-10-29
DNK000027587;;DNK;;;0.40;0.00;0.00;;4.20;0.00;SISSEL;NF344;NF344;;;N;;N;;;;;FX;;GNS, GND;3.00;0.00;;;1994-01-01;B08;;;1996-05-30
DNK000027589;;DNK;;;0.20;0.00;0.00;;4.75;0.00;BRITT;SG376;SG376;;;N;;N;;;;;FX;;GNS;18.00;0.00;;;1974-01-01;4B1;;1997-11-06;
DNK000027594;;DNK;;;0.40;0.00;0.00;;5.50;5.50;LILLE-HELLE;DNK000027594;O53;Kerteminde;;N;;N;N;N;;;FX;;GNS, LLS, NK;15.00;0.00;Wood;;1994-01-01;B08;1994-01-01;;2021-05-10
