Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
PRT;PRT000017512;;RET;2002-09-06;2002-09-06;VE-448-L;VE-448-L;BOM JESUS;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.00;0.00;0.40;0.68;0.00;4.00;0.00;1;1983-03-10;4K9;;;PA;1983-01-01
PRT;PRT000017513;;RET;2005-12-27;2005-12-27;VE-450-L;VE-450-L;CRISTINA PAULA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.70;0.00;0.48;0.78;0.00;5.97;0.00;1;1983-09-23;4K9;;;PA;1983-01-01
PRT;PRT000017514;;RET;2005-12-27;2005-12-27;VE-454-L;VE-454-L;CARLOS RUI;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.20;0.00;0.36;0.62;0.00;0.00;0.00;1;1980-01-01;4K9;;;PA;1980-01-01
PRT;PRT000017515;;RET;2005-12-27;2005-12-27;VE-452-L;VE-452-L;RENATO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.42;0.00;0.23;0.41;0.00;0.00;0.00;1;1983-10-18;4K9;;;PA;1983-01-01
PRT;PRT000017516;;RET;2001-03-20;2001-03-20;VE-453-L;VE-453-L;MARGARIDA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.18;0.00;0.40;0.68;0.00;0.00;0.00;1;1983-01-15;4K9;;;PA;1983-01-01
PRT;PRT000017517;;RET;2005-12-27;2005-12-27;VE-460-L;VE-460-L;AGUIA NEGRA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.80;0.00;0.36;0.59;0.00;11.03;0.00;1;1984-01-15;4K9;;;PA;1984-01-01
PRT;PRT000017518;;RET;2005-12-27;2005-12-27;VE-455-L;VE-455-L;MANUELA MARIA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.07;0.00;0.46;0.80;0.00;0.00;0.00;1;1983-01-15;4K9;;;PA;1983-01-01
PRT;PRT000017519;;RET;2005-12-27;2005-12-27;VE-456-L;VE-456-L;MAGDA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.60;0.00;0.30;0.53;0.00;0.00;0.00;1;1983-01-15;4K9;;;PA;1983-01-01
PRT;PRT000017520;;RET;1997-02-24;1997-02-24;VE-464-L;VE-464-L;JOTA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.70;0.00;0.53;0.90;0.00;12.00;0.00;1;1984-05-30;4K9;;;PA;1984-01-01
PRT;PRT000017521;;RET;1994-11-03;1994-11-03;VE-461-L;VE-461-L;MARIZA LEONOR;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.80;0.00;0.35;0.62;0.00;0.00;0.00;1;1984-01-15;B14;;;PA;1984-01-01
PRT;PRT000017522;;RET;1998-02-25;1998-02-25;VE-462-L;VE-462-L;BOA VIAGEM;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.60;0.00;0.58;0.97;0.00;3.00;0.00;1;1983-01-15;4K9;;;PA;1983-01-01
PRT;PRT000017523;;RET;1993-02-12;1993-02-12;VE-468-L;VE-468-L;SENHORA DE LURDES;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.30;0.00;0.00;0.54;0.00;0.00;0.00;1;1984-01-15;B14;;;PA;1984-01-01
PRT;PRT000017524;;RET;1995-07-26;1995-07-26;VE-466-L;VE-466-L;GIRINO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.70;0.00;0.53;0.90;0.00;15.00;0.00;;;B14;;;PA;
PRT;PRT000017525;;RET;2005-12-27;2005-12-27;VE-467-L;VE-467-L;NELSON;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.85;0.00;0.35;0.62;0.00;0.00;0.00;1;1984-01-15;4K9;;;PA;1984-01-01
PRT;PRT000017526;;RET;1998-04-28;1998-04-28;VE-423-L;VE-423-L;MARICOTAS;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.00;0.00;0.60;0.96;0.00;4.00;0.00;1;1925-03-20;4K9;;;PA;1925-01-01
PRT;PRT000017527;;RET;2005-12-27;2005-12-27;VE-469-L;VE-469-L;ILDA MARIA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.92;0.00;0.42;0.69;0.00;0.00;0.00;3;1985-01-15;4K9;;;PA;1985-01-01
PRT;PRT000017528;;RET;2005-12-27;2005-12-27;VE-47-L;VE-47-L;PAPAGAIO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.11;0.00;0.40;0.88;0.00;0.00;0.00;1;1970-01-01;4K9;;;PA;1970-01-01
PRT;PRT000017529;;RET;2005-12-27;2005-12-27;VE-430-L;VE-430-L;PEIXE REI;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.91;0.00;0.40;0.67;0.00;2.24;0.00;1;1980-01-01;4K9;;;PA;1980-01-01
PRT;PRT000017530;;RET;2004-12-31;2004-12-31;H-518-L;H-518-L;LUIS VIEIRA;H;United Kingdom;;N;N;N;;;;;FX;FPO;LHP;;;;;4.66;0.00;0.64;1.03;0.00;4.41;0.00;1;1980-01-01;4K9;;;PA;1980-01-01
PRT;PRT000017531;;DES;1989-06-30;1989-06-30;PD-356-C;PD-356-C;ROSA DO ADRO;PD;United Kingdom;;N;N;N;;;;;FX;LLS;NO;;;;;18.72;0.00;0.00;39.40;0.00;55.00;0.00;;;2;;;PA;
PRT;PRT000017532;;RET;2006-08-31;2006-08-31;VE-436-L;VE-436-L;GILDA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;8.23;0.00;4.13;4.13;0.00;19.39;0.00;1;1981-07-07;4K9;;;PA;1981-01-01
PRT;PRT000017533;;DES;1989-06-30;1989-06-30;VE-109-L;VE-109-L;CLEMENTE;VE;;;N;N;N;;;;;FX;LLS;NO;;;;;7.89;0.00;0.00;7.60;0.00;55.00;0.00;1;1923-01-01;1;;;PA;1923-01-01
PRT;PRT000017534;;RET;2005-12-27;2005-12-27;VE-433-L;VE-433-L;CRISTO REI;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.43;0.00;0.52;0.72;0.00;3.00;0.00;1;1980-01-15;4K9;;;PA;1980-01-01
PRT;PRT000017535;;RET;2000-10-02;2000-10-02;VE-441-L;VE-441-L;FLOR MAR;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.70;0.00;0.72;0.98;0.00;8.83;0.00;1;1982-01-01;4K9;;;PA;1982-01-01
PRT;PRT000017536;;RET;2005-12-27;2005-12-27;VE-438-L;VE-438-L;JOAO FONTES;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;7.80;0.00;3.09;3.13;0.00;22.00;0.00;1;1981-01-15;4K9;;;PA;1981-01-01
PRT;PRT000017537;;DES;1989-06-30;1989-06-30;VE-121-L;VE-121-L;CELESTE;VE;;;N;N;N;;;;;FX;LLS;NO;;;;;8.50;0.00;0.00;8.12;0.00;70.00;0.00;1;1917-01-01;1;;;PA;1917-01-01
PRT;PRT000017538;;RET;2005-12-27;2005-12-27;VE-449-L;VE-449-L;JOSE HORACIO;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.05;0.00;0.68;0.93;0.00;3.36;0.00;1;1983-05-16;4K9;;;PA;1983-01-01
PRT;PRT000017539;;RET;1999-11-18;1999-11-18;VE-443-L;VE-443-L;BAIA DA CALHETA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.87;0.00;0.80;0.98;0.00;6.00;0.00;1;1988-01-01;4K9;;;PA;1988-01-01
PRT;PRT000017540;;RET;2006-08-31;2006-08-31;VE-445-L;VE-445-L;RUBEN;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;5.81;0.00;1.47;1.97;0.00;32.00;0.00;1;1980-01-15;4K9;;;PA;1980-01-01
PRT;PRT000017541;;RET;2005-12-27;2005-12-27;VE-459-L;VE-459-L;RICA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;7.10;6.32;1.52;2.38;0.00;28.34;0.00;1;1984-03-22;4K9;;;PA;1984-01-01
PRT;PRT000017542;;RET;2005-12-27;2005-12-27;VE-457-L;VE-457-L;DUARTE MANUEL;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.30;0.00;0.39;0.88;0.00;4.47;0.00;1;1983-12-09;4K9;;;PA;1983-01-01
PRT;PRT000017543;;RET;1999-09-20;1999-09-20;VE-458-L;VE-458-L;LUCAS;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;4.37;0.00;0.40;0.68;0.00;7.36;0.00;1;1967-01-01;4K9;;;PA;1967-01-01
PRT;PRT000017544;;RET;2005-12-27;2005-12-27;VE-474-L;VE-474-L;CALDEIRA;VE;;;N;N;N;;;;;FX;FPO;LHP;;;;;3.73;0.00;0.31;0.55;0.00;0.00;0.00;1;1985-01-15;4K9;;;PA;1985-01-01
