OID_;World Port Index Number;Region Name;Main Port Name;Alternate Port Name;UN/LOCODE;Country Code;World Water Body;IHO S-130 Sea Area;Sailing Direction or Publication;Publication Link;Standard Nautical Chart;IHO S-57 Electronic Navigational Chart;IHO S-101 Electronic Navigational Chart;Digital Nautical Chart;Tidal Range (m);Entrance Width (m);Channel Depth (m);Anchorage Depth (m);Cargo Pier Depth (m);Oil Terminal Depth (m);Liquified Natural Gas Terminal Depth (m);Maximum Vessel Length (m);Maximum Vessel Beam (m);Maximum Vessel Draft (m);Offshore Maximum Vessel Length (m);Offshore Maximum Vessel Beam (m);Offshore Maximum Vessel Draft (m);Harbor Size;Harbor Type;Harbor Use;Shelter Afforded;Entrance Restriction - Tide;Entrance Restriction - Heavy Swell;Entrance Restriction - Ice;Entrance Restriction - Other;Overhead Limits;Underkeel Clearance Management System;Good Holding Ground;Turning Area;Port Security;Estimated Time of Arrival Message;Quarantine - Pratique;Quarantine - Sanitation;Quarantine - Other;Traffic Separation Scheme;Vessel Traffic Service;First Port of Entry;US Representative;Pilotage - Compulsory;Pilotage - Available;Pilotage - Local Assistance;Pilotage - Advisable;Tugs - Salvage;Tugs - Assistance;Communications - Telephone;Communications - Telefax;Communications - Radio;Communications - Radiotelephone;Communications - Airport;Communications - Rail;Search and Rescue;NAVAREA;Facilities - Wharves;Facilities - Anchorage;Facilities - Dangerous Cargo Anchorage;Facilities - Med Mooring;Facilities - Beach Mooring;Facilities - Ice Mooring;Facilities - Ro-Ro;Facilities - Solid Bulk;Facilities - Liquid Bulk;Facilities - Container;Facilities - Breakbulk;Facilities - Oil Terminal;Facilities - LNG Terminal;Facilities - Other;Medical Facilities;Garbage Disposal;Chemical Holding Tank Disposal;Degaussing;Dirty Ballast Disposal;Cranes - Fixed;Cranes - Mobile;Cranes - Floating;Cranes Container;Lifts - 100+ Tons;Lifts - 50-100 Tons;Lifts - 25-49 Tons;Lifts - 0-24 Tons;Services - Longshoremen;Services - Electricity;Services -Steam;Services - Navigation Equipment;Services - Electrical Repair;Services - Ice Breaking;Services -Diving;Supplies - Provisions;Supplies - Potable Water;Supplies - Fuel Oil;Supplies - Diesel Oil;Supplies - Aviation Fuel;Supplies - Deck;Supplies - Engine;Repairs;Dry Dock;Railway;Latitude;Longitude;Position
2847.0;23680.0;Norway -- 20620;Skien; ;NOSKE;Norway;"Skagerrak; North Atlantic Ocean"; ;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view; ; ; ;coa21e, gen21a;1.0;0.0;6.4;17.1;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;River (Natural);Unknown;Excellent;No;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Small;Unknown;59.199722222;9.603611111;59.199722,9.603611,0.000001
2848.0;31280.0;Belgium -- 31240;Zeebrugge; ;BEZEE;Belgium;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 192 (Enroute) - North Sea;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view;37248.0; ; ;a2131250, coa21a, gen21a, h2131280;4.0;0.0;9.4;7.9;14.0;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Unknown;Good;Yes;No;No;Yes;No;Unknown;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Medium;Large;51.333333;3.2;51.333333,3.200000,0.000001
2849.0;32780.0;Scotland North Coast -- 32760;Scrabster Harbor; ;GBSCR;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;35001, 35055; ; ;coa20i, gen20b;3.7;0.0;7.7;9.0;9.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Fair;Yes;Yes;No;Yes;No;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;No;Yes;Unknown;Yes;No;No;Yes;Yes;Yes;Yes;No;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;No;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Unknown;Unknown;58.616667;-3.55;58.616667,-3.550000,0.000001
2852.0;43925.0;Ukraine -- 43620;Reni; ;UARNI;Ukraine;"Black Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 183 (Enroute) - North Coast of Russia;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view; ; ; ;gen10b;6.0;0.0;6.4;9.4;3.4;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Fair;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;III;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Limited;Unknown;Unknown;45.433333;28.3;45.433333,28.300000,0.000001
2853.0;37050.0;France West Coast -- 36450;Tonnay Charente; ;FRTON;France;"Bay of Biscay; North Atlantic Ocean"; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view; ; ; ;gen08b, h0837040;0.0;0.0;4.9;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;River (Natural);Unknown;Excellent;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;No;Unknown;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;II;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;45.933333;-0.9;45.933333,-0.900000,0.000001
2854.0;31720.0;England East Coast -- 31330;Teesport; ;GBTEE;United Kingdom;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 192 (Enroute) - North Sea;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view;35006.0; ; ;a2031765, coa20e, gen20b, h2031720;3.0;0.0;14.0;12.5;6.4;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;River (Tide Gates);Unknown;Good;Yes;No;No;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Medium;Medium;54.65;-1.133333;54.650000,-1.133333,0.000001
2856.0;260.0;Iceland  North Coast -- 200;Siglufjorhurd;"Hvanneyri; Siglufjordur";ISSIG;Iceland;"Greenland Sea; Arctic Ocean"; ;Sailing Directions Pub. 181 (Enroute) - Greenland and Iceland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub181bk.pdf&type=view;38670.0; ; ;a1900310, coa19d, gen19b, h1900260;1.6;0.0;7.9;25.0;7.9;0.0;0.0;200.0;0.0;9.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Fishing;Excellent;No;Yes;Yes;Yes;No;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;No;No;Unknown;No;No;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Limited;Unknown;Small;66.15;-18.916667;66.150000,-18.916667,0.000001
2859.0;23835.0;Norway -- 20620;Sarpsborg; ;NOSPG;Norway;"Skagerrak; North Atlantic Ocean"; ;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view; ; ; ;coa21e, gen21a;1.0;0.0;4.9;0.0;4.9;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Good;No;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Yes;Yes;Limited;Unknown;Small;59.266667;11.1;59.266667,11.100000,0.000001
2860.0;44240.0;Russia -- 44030;Sochi;Socha;RUAER;Russia;"Black Sea; North Atlantic Ocean"; ;Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office);https://msi.geo.nga.mil/Publications/SDEnroute;55170.0; ; ;coa10a, gen10b;2.0;0.0;9.4;11.0;6.4;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;No;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;No;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;;Unknown;Unknown;43.583333;39.733333;43.583333,39.733333,0.000001
2862.0;31765.0;England East Coast -- 31330;Tynemouth; ;GBTYM;United Kingdom;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 192 (Enroute) - North Sea;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view;35006, 35010; ; ;a2031765, coa20e, gen20b, h2031765;3.0;0.0;7.9;12.5;6.4;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;River (Tide Gates);Unknown;Excellent;No;No;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Large;Small;55.0;-1.4;55.000000,-1.400000,0.000001
2865.0;35580.0;England South Coast -- 35220;Southampton; ;GBSOU;United Kingdom;"English Channel; North Atlantic Ocean"; ;Sailing Directions Pub. 191 (Enroute) - English Channel;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;37022.0; ; ;coa20c, gen20b, h2035580;5.0;0.0;12.5;21.6;14.0;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;River (Basins);Unknown;Excellent;No;No;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Major;Large;Medium;50.9;-1.4;50.900000,-1.400000,0.000001
2866.0;31070.0;Netherlands -- 30980;Scheveningen; ;NLSCE;Netherlands;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 192 (Enroute) - North Sea;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view;37164.0; ; ;a2131140, coa21a, gen21a, h2131070;2.0;0.0;0.0;9.4;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Fair;Yes;No;No;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;No;No;No;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Small;Unknown;52.1;4.266667;52.100000,4.266667,0.000001
2868.0;20930.0;Norway -- 20620;Sorvaer; ;NOSVR;Norway;"Norwegian Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view;43100.0; ; ;coa22g, gen22c;0.0;0.0;11.0;4.9;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Poor;No;No;No;Yes;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;XIX;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;70.627222222;21.964722222;70.627222,21.964722,0.000001
2872.0;33570.0;Scotland West Coast -- 32790;Stranraer;Ryan Loch;GBSTR;United Kingdom;North Atlantic Ocean; ;Sailing Directions Pub. 141 (Enroute) - Scotland;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;35126, 36039; ; ;coa20i, gen20b;3.0;0.0;4.9;4.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Basins);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;No;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Medium;54.9;-5.033333;54.900000,-5.033333,0.000001
2876.0;21870.0;Norway -- 20620;Stamsund; ;NOSUZ;Norway;"Norwegian Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view;43161.0; ; ;coa22h, gen22c;0.0;0.0;4.9;17.1;6.4;0.0;0.0;0.0;0.0;6.1;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;No;No;Yes;Yes;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;XIX;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;No;No;No;Yes;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Small;68.121111111;13.848888889;68.121111,13.848889,0.000001
2878.0;25060.0;Sweden Cont -- 24975;Vastervik;Vestervik;SEVVK;Sweden;"Baltic Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;44160.0; ; ;coa22k, gen22e, h2225060;0.0;0.0;3.4;9.4;4.9;7.9;0.0;0.0;0.0;8.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Excellent;No;No;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;No;No;Yes;Yes;Yes;Unknown;No;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;No;Yes;No;No;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Small;57.766667;16.65;57.766667,16.650000,0.000001
2880.0;22350.0;Norway -- 20620;Rognan; ;NOROG;Norway;"Norwegian Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view;43150, 43160; ; ;coa22h, gen22c;0.0;0.0;0.0;20.1;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Excellent;No;No;No;Yes;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;XIX;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;67.108611111;15.397777778;67.108611,15.397778,0.000001
2882.0;23500.0;Norway -- 20620;Rekefjord; ;NOREK;Norway;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view;43360.0; ; ;a2123500, coa21f, gen21a;0.0;0.0;17.1;23.2;4.9;1.8;0.0;0.0;0.0;5.6;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;I;Yes;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;No;Yes;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;58.325833333;6.258333333;58.325833,6.258333,0.000001
2883.0;30460.0;Jylland -- 30020;Thyboron; ;DKTHN;Denmark;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 192 (Enroute) - North Sea;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view; ; ; ;coa21b, gen21a;1.0;0.0;4.9;4.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;No;No;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;I;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Limited;Small;Unknown;56.7;8.216667;56.700000,8.216667,0.000001
2885.0;31830.0;England East Coast -- 31330;Warkworth Harbour;Amble;GBWKO;United Kingdom;"North Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 192 (Enroute) - North Sea;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view;35010.0; ; ;coa20e, gen20b;0.0;0.0;1.8;7.9;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Fair;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;I;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Small;55.333333;-1.583333;55.333333,-1.583333,0.000001
2886.0;23790.0;Norway -- 20620;Storsteilene;Storesteilene;;Norway;"Skagerrak; North Atlantic Ocean"; ;Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view;43374.0; ; ;a2123810, gen21a, h2123810;0.0;0.0;0.0;23.2;0.0;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;No;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;I;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;59.816666667;10.6075;59.816667,10.607500,0.000001
