OID_;World Port Index Number;Region Name;Main Port Name;Alternate Port Name;UN/LOCODE;Country Code;World Water Body;IHO S-130 Sea Area;Sailing Direction or Publication;Publication Link;Standard Nautical Chart;IHO S-57 Electronic Navigational Chart;IHO S-101 Electronic Navigational Chart;Digital Nautical Chart;Tidal Range (m);Entrance Width (m);Channel Depth (m);Anchorage Depth (m);Cargo Pier Depth (m);Oil Terminal Depth (m);Liquified Natural Gas Terminal Depth (m);Maximum Vessel Length (m);Maximum Vessel Beam (m);Maximum Vessel Draft (m);Offshore Maximum Vessel Length (m);Offshore Maximum Vessel Beam (m);Offshore Maximum Vessel Draft (m);Harbor Size;Harbor Type;Harbor Use;Shelter Afforded;Entrance Restriction - Tide;Entrance Restriction - Heavy Swell;Entrance Restriction - Ice;Entrance Restriction - Other;Overhead Limits;Underkeel Clearance Management System;Good Holding Ground;Turning Area;Port Security;Estimated Time of Arrival Message;Quarantine - Pratique;Quarantine - Sanitation;Quarantine - Other;Traffic Separation Scheme;Vessel Traffic Service;First Port of Entry;US Representative;Pilotage - Compulsory;Pilotage - Available;Pilotage - Local Assistance;Pilotage - Advisable;Tugs - Salvage;Tugs - Assistance;Communications - Telephone;Communications - Telefax;Communications - Radio;Communications - Radiotelephone;Communications - Airport;Communications - Rail;Search and Rescue;NAVAREA;Facilities - Wharves;Facilities - Anchorage;Facilities - Dangerous Cargo Anchorage;Facilities - Med Mooring;Facilities - Beach Mooring;Facilities - Ice Mooring;Facilities - Ro-Ro;Facilities - Solid Bulk;Facilities - Liquid Bulk;Facilities - Container;Facilities - Breakbulk;Facilities - Oil Terminal;Facilities - LNG Terminal;Facilities - Other;Medical Facilities;Garbage Disposal;Chemical Holding Tank Disposal;Degaussing;Dirty Ballast Disposal;Cranes - Fixed;Cranes - Mobile;Cranes - Floating;Cranes Container;Lifts - 100+ Tons;Lifts - 50-100 Tons;Lifts - 25-49 Tons;Lifts - 0-24 Tons;Services - Longshoremen;Services - Electricity;Services -Steam;Services - Navigation Equipment;Services - Electrical Repair;Services - Ice Breaking;Services -Diving;Supplies - Provisions;Supplies - Potable Water;Supplies - Fuel Oil;Supplies - Diesel Oil;Supplies - Aviation Fuel;Supplies - Deck;Supplies - Engine;Repairs;Dry Dock;Railway;Latitude;Longitude;Position
101.0;42890.0;Kikladhes -- 42870;Andros;Kastron;GRAND;Greece;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54330.0; ; ;coa09d, gen09, h0942890;0.0;0.0;11.0;11.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;No;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;III;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;37.833333;24.95;37.833333,24.950000,0.000001
102.0;37960.0;Portugal -- 37930;Oporto;Douro;PTDOU;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51109.0; ; ;a0837950, coa08d, gen08b, h0837950;7.0;0.0;3.4;15.5;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Good;No;Yes;No;Yes;Yes;Unknown;No;No;Unknown;Yes;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Small;41.15;-8.666667;41.150000,-8.666667,0.000001
105.0;39820.0;Italy West Coast Cont -- 39730;Fiumicino;Rome;ITFCO;Italy;"Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53147.0; ; ;a0939830, coa09b, gen09;0.0;0.0;3.4;23.2;3.4;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Canal or Lake;Unknown;Fair;No;Yes;No;Yes;Yes;Unknown;Yes;No;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;No;Unknown;Unknown;Unknown;Limited;Unknown;Small;41.772;12.214;41.772000,12.214000,0.000001
112.0;44965.0;Cyprus -- 44890;Dhekelia; ;CYDHK;Cyprus;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54462.0; ; ;a1044960, coa10d, gen10b, h1044960;0.0;0.0;9.4;23.2;6.4;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Open Roadstead;Unknown;Poor;No;No;No;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Yes;Unknown;No;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;III;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;;Unknown;Unknown;34.966667;33.716667;34.966667,33.716667,0.000001
117.0;44808.0;Turkey Asia -- 44360;Antalya Offshore Terminal; ;TRUZE;Turkey;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54423.0; ; ;a1044820, coa10c, gen10b, h1044820;0.0;0.0;0.0;18.6;0.0;20.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Open Roadstead;Unknown;Poor;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;III;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Unknown;36.816667;30.6;36.816667,30.600000,0.000001
118.0;44820.0;Turkey Asia -- 44360;Antalya;Adalia;TRAYT;Turkey;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54423.0; ; ;a1044820, coa10c, gen10b, h1044820;1.0;0.0;6.4;20.1;4.9;17.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Poor;No;No;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;36.833333;30.616667;36.833333,30.616667,0.000001
122.0;42434.0;Greece East Coast -- 42010;Achladi; ;GRACL;Greece;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54349.0; ; ;a0942415, coa09d, gen09;0.0;0.0;0.0;23.2;15.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;38.9;22.816667;38.900000,22.816667,0.000001
123.0;38083.0;Acores -- 38060;Lajes; ;PTLDP;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51061.0; ; ;coa08g, gen08c;0.0;0.0;1.8;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;II;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;38.4;-28.266667;38.400000,-28.266667,0.000001
124.0;38440.0;Spain SE Coast -- 38340;Alicante; ;ESALC;Spain;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;52084.0; ; ;a0838440, coa08i, gen08b, h0838440;0.0;0.0;14.0;11.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Unknown;Fair;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;No;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;;Unknown;Medium;38.333333;-0.483333;38.333333,-0.483333,0.000001
125.0;43130.0;Kriti -- 43080;Iraklion;"Candia; Megalo Kastron";GRHER;Greece;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54314.0; ; ;a0943130, coa09d, gen09, h0943130;1.0;0.0;7.9;23.2;7.9;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;No;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Small;35.35;25.15;35.350000,25.150000,0.000001
130.0;39000.0;France South Coast -- 38710;Villefranche; ;FRVSS;France;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53087.0; ; ;a0838960, coa08k, gen08a, h0838990;0.0;0.0;4.9;23.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Breakwater);Unknown;Good;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;No;No;No;No;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Small;Small;43.7;7.316667;43.700000,7.316667,0.000001
132.0;39261.0;Sardegna -- 39130;Porto Di Oristano; ;ITQOS;Italy;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53266.0; ; ;a0839280, coa08l, gen08a, h0839261;0.0;0.0;12.5;12.5;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Natural);Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Small;Unknown;39.866667;8.55;39.866667,8.550000,0.000001
133.0;38870.0;France South Coast -- 38710;Toulon; ;FRTLN;France;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53082.0; ; ;a0838870, coa08j, gen08a, h0838870;0.0;0.0;9.4;20.1;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Breakwater);Unknown;Excellent;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Moderate;Medium;Medium;43.1;5.916667;43.100000,5.916667,0.000001
135.0;38095.0;Acores -- 38060;Praia De Vitoria; ;PTPRV;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51064.0; ; ;a0838095, coa08g, gen08c, h0838095;2.0;0.0;17.1;23.2;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;No;No;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;II;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;No;No;No;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;No;No;Unknown;Unknown;Unknown;38.716667;-27.05;38.716667,-27.050000,0.000001
136.0;40620.0;Italy East Coast -- 40390;Ortona; ;ITOTN;Italy;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;54041.0; ; ;coa09c, gen09, h0940620;0.0;0.0;6.4;0.0;4.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Unknown;Unknown;No;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Small;42.35;14.416667;42.350000,14.416667,0.000001
138.0;38050.0;Portugal -- 37930;Vila Real De S Antonio; ;PTVNC;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51160.0; ; ;a0838220, coa08e, gen08b;2.0;0.0;3.4;9.4;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;River (Natural);Unknown;Good;Yes;No;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;II;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;No;No;No;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;No;No;Limited;Unknown;Unknown;37.183333;-7.4;37.183333,-7.400000,0.000001
139.0;39215.0;Sardegna -- 39130;Sarroch Oil Terminal;Porto Fox;ITPFX;Italy;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53262.0; ; ;a0839210, coa08l, gen08a;0.0;0.0;21.6;11.0;0.0;21.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Medium;Open Roadstead;Unknown;Excellent;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;III;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;39.083333;9.033333;39.083333,9.033333,0.000001
141.0;39220.0;Sardegna -- 39130;Porto Ponte Romano;Ponte Romano;ITPPF;Italy;"Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;53263.0; ; ;a0839210, coa08l, gen08a, h0839220;0.0;0.0;6.4;9.4;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Open Roadstead;Unknown;Fair;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Yes;Unknown;III;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;No;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;39.05;8.466667;39.050000,8.466667,0.000001
143.0;38100.0;Acores -- 38060;Ponta Delgada; ;PTPDL;Portugal;North Atlantic Ocean; ;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;51082.0; ; ;a0838100, coa08g, gen08c, h0838100;2.0;0.0;7.9;12.5;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Small;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Unknown;Unknown;II;Yes;Yes;Unknown;No;No;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Yes;Yes;No;No;No;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;No;No;Limited;Small;Small;37.733333;-25.666667;37.733333,-25.666667,0.000001
144.0;40470.0;Italy East Coast -- 40390;Taranto; ;ITTAR;Italy;"Golfo di Taranto; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;54061.0; ; ;coa09b, gen09, h0940470;0.0;0.0;14.0;11.0;15.5;21.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Large;Coastal (Breakwater);Unknown;Good;No;No;No;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Yes;No;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;III;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Emergency Only;Unknown;Medium;40.466667;17.2;40.466667,17.200000,0.000001
148.0;42570.0;Greece East Coast -- 42010;Stratoni; ;GRSTI;Greece;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean"; ;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;54360.0; ; ;a0942570, coa09d, gen09, h0942570;0.0;0.0;23.2;23.2;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Very Small;Coastal (Natural);Unknown;Fair;No;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;No;No;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;III;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;No;No;Unknown;Unknown;Unknown;Unknown;Limited;Unknown;Unknown;40.516667;23.833333;40.516667,23.833333,0.000001
